"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_apartheid;apartheid;apartheiden;;substantiv fælleskøn ental bestemt;noun singular definite;apartheid;the apartheid;;;;"
"1_apartheidpolitik;apartheidpolitik;apartheidpolitik;;substantiv fælleskøn;noun;apartheid policy;apartheid policy;;;;"
"1_apati;apati;apati;;substantiv fælleskøn;noun;apathy;apathy;;;;"
"1_apati;apati;apatien;;substantiv fælleskøn ental bestemt;noun singular definite;apathy;the apathy;;;;"
1_apatisk;apatisk;apatisk;;adjektiv;adjective;apathetic;apathetic;;;;
1_apatisk;apatisk;apatisk;;adjektiv;adjective;apathetic;apathetic;;;;
"1_apatisk;apatisk;apatiske;;adjektiv flertal;adjective plural;apathetic;apathetic;;;;"
"1_apatisk;apatisk;apatisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;apathetic;apathetic;;;;"
"1_apatisk;apatisk;apatisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;apathetic;apathetic;;;;"
"1_apatisk;apatisk;apatiske;;adjektiv ental bestemt;adjective singular definite;apathetic;the apathetic;;;;"
1_apokryf;apokryf;apokryf;;adjektiv;adjective;apocryphal;apocryphal;;;;
"1_apokryf;apokryf;apokryfe;;adjektiv flertal;adjective plural;apocryphal;apocryphal;;;;"
"1_apokryf;apokryf;apokryffe;;adjektiv flertal;adjective plural;apocryphal;apocryphal;;;;"
"1_apokryf;apokryf;apokryf;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;apocryphal;apocryphal;;;;"
"1_apokryf;apokryf;apokryft;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;apocryphal;apocryphal;;;;"
"1_apokryf;apokryf;apokryfe;;adjektiv ental bestemt;adjective singular definite;apocryphal;the apocryphal;;;;"
"1_apokryf;apokryf;apokryffe;;adjektiv ental bestemt;adjective singular definite;apocryphal;the apocryphal;;;;"
"1_apopleksi;apopleksi;apopleksi;;substantiv fælleskøn;noun;apoplexy;apoplexy;;;;"
"1_apopleksi;apopleksi;apopleksien;;substantiv fælleskøn ental bestemt;noun singular definite;apoplexy;the apoplexy;;;;"
1_apostel;apostel;apostel;;substantiv;noun;apostle;apostle;;;;
"1_apostel;apostel;apostlene;;substantiv fælleskøn flertal bestemt;noun plural definite;apostle;the apostles;;;;"
"1_apostel;apostel;apostle;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;apostle;apostles;;;;"
"1_apostel;apostel;apostlen;;substantiv fælleskøn ental bestemt;noun singular definite;apostle;the apostle;;;;"
"1_apotek;apotek;apotek;;substantiv intetkøn;noun;pharmacy;pharmacy;;;;"
"1_apotek;apotek;apotekerne;;substantiv intetkøn flertal bestemt;noun plural definite;pharmacy;the pharmacies;;;;"
"1_apotek;apotek;apoteker;;substantiv intetkøn flertal ubestemt;noun plural indefinite;pharmacy;pharmacies;;;;"
"1_apotek;apotek;apoteket;;substantiv intetkøn ental bestemt;noun singular definite;pharmacy;the pharmacy;;;;"
1_apoteker;apoteker;apoteker;;substantiv;noun;chemist;chemist;;;;
"1_apoteker;apoteker;apotekerne;;substantiv fælleskøn flertal bestemt;noun plural definite;chemist;the chemists;;;;"
"1_apoteker;apoteker;apotekere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;chemist;chemists;;;;"
"1_apoteker;apoteker;apotekeren;;substantiv fælleskøn ental bestemt;noun singular definite;chemist;the chemist;;;;"
"1_apoteker;apoteker;apoteker;;substantiv fælleskøn;noun;pharmacist;pharmacist;;;;"
"1_apoteker;apoteker;apotekerne;;substantiv fælleskøn flertal bestemt;noun plural definite;pharmacist;the pharmacists;;;;"
"1_apoteker;apoteker;apotekere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;pharmacist;pharmacists;;;;"
"1_apoteker;apoteker;apotekeren;;substantiv fælleskøn ental bestemt;noun singular definite;pharmacist;the pharmacist;;;;"
1_apparat;apparat;apparat;;substantiv;noun;apparatus;apparatus;;;;
"1_apparat;apparat;apparaterne;;substantiv intetkøn flertal bestemt;noun plural definite;apparatus;the apparatuses;;;;"
"1_apparat;apparat;apparater;;substantiv intetkøn flertal ubestemt;noun plural indefinite;apparatus;apparatuses;;;;"
"1_apparat;apparat;apparatet;;substantiv intetkøn ental bestemt;noun singular definite;apparatus;the apparatus;;;;"
"1_apparat;apparat;apparat;;substantiv intetkøn;noun;appliance;appliance;;;;"
"1_apparat;apparat;apparaterne;;substantiv intetkøn flertal bestemt;noun plural definite;appliance;the appliances;;;;"
"1_apparat;apparat;apparater;;substantiv intetkøn flertal ubestemt;noun plural indefinite;appliance;appliances;;;;"
"1_apparat;apparat;apparatet;;substantiv intetkøn ental bestemt;noun singular definite;appliance;the appliance;;;;"
"1_apparat;apparat;apparat;;substantiv;noun;device;device;;Jeg ville gerne have batterier til dette apparat.;I would like batteries for this device.;"
"1_apparat;apparat;apparaterne;;substantiv intetkøn flertal bestemt;noun plural definite;device;the devices;;Jeg ville gerne have batterier til dette apparat.;I would like batteries for this device.;"
"1_apparat;apparat;apparater;;substantiv intetkøn flertal ubestemt;noun plural indefinite;device;devices;;Jeg ville gerne have batterier til dette apparat.;I would like batteries for this device.;"
"1_apparat;apparat;apparatet;;substantiv intetkøn ental bestemt;noun singular definite;device;the device;;Jeg ville gerne have batterier til dette apparat.;I would like batteries for this device.;"
1_appartement;appartement;appartement;;substantiv;noun;apartment;apartment;;;;
"1_appartement;appartement;appartementerne;;substantiv intetkøn flertal bestemt;noun plural definite;apartment;the apartments;;;;"
"1_appartement;appartement;appartementer;;substantiv intetkøn flertal ubestemt;noun plural indefinite;apartment;apartments;;;;"
"1_appartement;appartement;appartementet;;substantiv intetkøn ental bestemt;noun singular definite;apartment;the apartment;;;;"
1_appartement;appartement;appartement;;substantiv;noun;flat;flat;;;;
"1_appartement;appartement;appartementerne;;substantiv intetkøn flertal bestemt;noun plural definite;flat;the flats;;;;"
"1_appartement;appartement;appartementer;;substantiv intetkøn flertal ubestemt;noun plural indefinite;flat;flats;;;;"
"1_appartement;appartement;appartementet;;substantiv intetkøn ental bestemt;noun singular definite;flat;the flat;;;;"
"1_appelsin;appelsin;appelsin;;substantiv fælleskøn;noun;orange;orange;;Denne appelsin er velsmagende.;This orange is delicious.;"
"1_appelsin;appelsin;appelsinerne;;substantiv fælleskøn flertal bestemt;noun plural definite;orange;the oranges;;Denne appelsin er velsmagende.;This orange is delicious.;"
"1_appelsin;appelsin;appelsiner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;orange;oranges;;Denne appelsin er velsmagende.;This orange is delicious.;"
"1_appelsin;appelsin;appelsinen;;substantiv fælleskøn ental bestemt;noun singular definite;orange;the orange;;Denne appelsin er velsmagende.;This orange is delicious.;"
1_appelsinhud;appelsinhud;appelsinhud;;substantiv;noun;cellulite;cellulite;;;;
"1_appelsinhud;appelsinhud;appelsinhuden;;substantiv fælleskøn ental bestemt;noun singular definite;cellulite;the cellulite;;;;"
"1_appelsinjuice;appelsinjuice;appelsinjuice;;substantiv fælleskøn;noun;orange juice;orange juice;;Min mor købte to flasker appelsinjuice.;My mother bought two bottles of orange juice.;"
"1_appelsinjuice;appelsinjuice;appelsinjuicerne;;substantiv fælleskøn flertal bestemt;noun plural definite;orange juice;the orange juices;;Min mor købte to flasker appelsinjuice.;My mother bought two bottles of orange juice.;"
"1_appelsinjuice;appelsinjuice;appelsinjuicer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;orange juice;orange juices;;Min mor købte to flasker appelsinjuice.;My mother bought two bottles of orange juice.;"
"1_appelsinjuice;appelsinjuice;appelsinjuicen;;substantiv fælleskøn ental bestemt;noun singular definite;orange juice;the orange juice;;Min mor købte to flasker appelsinjuice.;My mother bought two bottles of orange juice.;"
"1_appelsinsaft;appelsinsaft;appelsinsaft;;substantiv fælleskøn;noun;orange juice;orange juice;;;;"
"1_appelsinsaft;appelsinsaft;appelsinsafterne;;substantiv fælleskøn flertal bestemt;noun plural definite;orange juice;the orange juices;;;;"
"1_appelsinsaft;appelsinsaft;appelsinsafter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;orange juice;orange juices;;;;"
"1_appelsinsaft;appelsinsaft;appelsinsaften;;substantiv fælleskøn ental bestemt;noun singular definite;orange juice;the orange juice;;;;"
"1_appelsinskræl;appelsinskræl;appelsinskræl;;substantiv;noun;orange peel;orange peel;;;;"
"1_appelsinskræl;appelsinskræl;appelsinskrællen;;substantiv fælleskøn ental bestemt;noun singular definite;orange peel;the orange peel;;;;"
"1_appetit;appetit;appetit;;substantiv fælleskøn;noun;appetite;appetite;;Jeg har ingen appetit.;I have no appetite.;"
"1_appetit;appetit;appetitten;;substantiv fælleskøn ental bestemt;noun singular definite;appetite;the appetite;;Jeg har ingen appetit.;I have no appetite.;"
"1_appetitløshed;appetitløshed;appetitløshed;;substantiv fælleskøn;noun;loss of appetite;loss of appetite;;;;"
"1_appetitvækker;appetitvækker;appetitvækker;;substantiv fælleskøn;noun;appetizer;appetizer;;;;"
"1_appetitvækker;appetitvækker;appetitvækkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;appetizer;the appetisers;;;;"
"1_appetitvækker;appetitvækker;appetitvækkere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;appetizer;appetisers;;;;"
"1_appetitvækker;appetitvækker;appetitvækkeren;;substantiv fælleskøn ental bestemt;noun singular definite;appetizer;the appetiser;;;;"
1_applaus;applaus;applaus;;substantiv;noun;acclamation;acclamation;;;;
"1_applaus;applaus;applauserne;;substantiv fælleskøn flertal bestemt;noun plural definite;acclamation;the acclamations;;;;"
"1_applaus;applaus;applauser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;acclamation;acclamations;;;;"
"1_applaus;applaus;applausen;;substantiv fælleskøn ental bestemt;noun singular definite;acclamation;the acclamation;;;;"
"1_april;april;april;;substantiv fælleskøn;noun;April;April;;Maj kommer efter april.;May comes after April.;"
"1_aprilsnar;aprilsnar;aprilsnar;;substantiv;noun;April fool;April fool;;;;"
"1_araber;araber;araber;;substantiv fælleskøn;noun;Arab;Arab;;;;"
"1_araber;araber;araberne;;substantiv fælleskøn flertal bestemt;noun plural definite;Arab;the Arabs;;;;"
"1_araber;araber;arabere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;Arab;Arabs;;;;"
"1_araber;araber;araberen;;substantiv fælleskøn ental bestemt;noun singular definite;Arab;the Arab;;;;"
1_arabisk;arabisk;arabisk;;adjektiv;adjective;Arab;Arab;;;;
"1_arabisk;arabisk;arabiske;;adjektiv flertal;adjective plural;Arab;Arab;;;;"
"1_arabisk;arabisk;arabisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Arab;Arab;;;;"
"1_arabisk;arabisk;arabisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Arab;Arab;;;;"
"1_arabisk;arabisk;arabisk;;adjektiv;adjective;Arabic;Arabic;;Han underviser i arabisk.;He teaches Arabic.;"
"1_arabisk;arabisk;arabiske;;adjektiv flertal;adjective plural;Arabic;Arabic;;Han underviser i arabisk.;He teaches Arabic.;"
"1_arabisk;arabisk;arabisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Arabic;Arabic;;Han underviser i arabisk.;He teaches Arabic.;"
"1_arabisk;arabisk;arabisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Arabic;Arabic;;Han underviser i arabisk.;He teaches Arabic.;"
"1_arabisk;arabisk;arabisk;;substantiv intetkøn;noun;Arabic;Arabic;;Han underviser i arabisk.;He teaches Arabic.;"
"1_arabisk;arabisk;arabiske;;adjektiv ental bestemt;adjective singular definite;Arab;the Arab;;;;"
"1_arabisk;arabisk;arabiske;;adjektiv ental bestemt;adjective singular definite;Arabic;the Arabic;;Han underviser i arabisk.;He teaches Arabic.;"
"1_aragonisk;aragonisk;aragonisk;;substantiv intetkøn;noun;Aragonese;Aragonese;;;;"
"1_araknologi;araknologi;araknologi;;substantiv fælleskøn;noun;arachnology;arachnology;;;;"
"1_arbejde;arbejde;arbejde;;substantiv intetkøn;noun;job;job;;Min far kan lide sit arbejde.;My father likes his job.;"
"1_arbejde;arbejde;arbejderne;;substantiv intetkøn flertal bestemt;noun plural definite;job;the jobs;;Min far kan lide sit arbejde.;My father likes his job.;"
"1_arbejde;arbejde;arbejder;;substantiv intetkøn flertal ubestemt;noun plural indefinite;job;jobs;;Min far kan lide sit arbejde.;My father likes his job.;"
"1_arbejde;arbejde;arbejdet;;substantiv intetkøn ental bestemt;noun singular definite;job;the job;;Min far kan lide sit arbejde.;My father likes his job.;"
"1_arbejde;arbejde;arbejde;;substantiv intetkøn;noun;work;work;;Vi bliver nødt til at arbejde hurtigere.;We should work faster.;"
"1_arbejde;arbejde;arbejderne;;substantiv intetkøn flertal bestemt;noun plural definite;work;the works;;Vi bliver nødt til at arbejde hurtigere.;We should work faster.;"
"1_arbejde;arbejde;arbejder;;substantiv intetkøn flertal ubestemt;noun plural indefinite;work;works;;Vi bliver nødt til at arbejde hurtigere.;We should work faster.;"
"1_arbejde;arbejde;arbejdet;;substantiv intetkøn ental bestemt;noun singular definite;work;the work;;Vi bliver nødt til at arbejde hurtigere.;We should work faster.;"
"1_arbejde;arbejde;arbejde;;verbum;verb;work;work;;Vi bliver nødt til at arbejde hurtigere.;We should work faster.;"
"1_arbejde_for_en_slik;arbejde for en slik;arbejde for en slik;talemåde;;;work for peanuts;work for peanuts;idiom;;;"
"1_arbejde_langt_ud_på_natten;arbejde langt ud på natten;arbejde langt ud på natten;talemåde;;;burn the midnight oil;burn the midnight oil;idiom;;;"
"1_arbejde_med_hobby;arbejde med hobby;arbejde med hobby;;verbum;verb;do handicrafts;do handicrafts;;;;"
"1_arbejde_sammen;arbejde sammen;arbejde sammen;;verbum;verb;cooperate;cooperate;;;;"
1_arbejder;arbejder;arbejder;;substantiv;noun;hand;hand;;;;
"1_arbejder;arbejder;arbejderne;;substantiv fælleskøn flertal bestemt;noun plural definite;hand;the hands;;;;"
"1_arbejder;arbejder;arbejdere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;hand;hands;;;;"
"1_arbejder;arbejder;arbejderen;;substantiv fælleskøn ental bestemt;noun singular definite;hand;the hand;;;;"
1_arbejder;arbejder;arbejder;;substantiv;noun;laborer;laborer;;;;
"1_arbejder;arbejder;arbejder;;substantiv fælleskøn;noun;worker;worker;;Han ansatte nogle nye arbejdere.;He hired some new workers.;"
"1_arbejder;arbejder;arbejderne;;substantiv fælleskøn flertal bestemt;noun plural definite;worker;the workers;;Han ansatte nogle nye arbejdere.;He hired some new workers.;"
"1_arbejder;arbejder;arbejdere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;worker;workers;;Han ansatte nogle nye arbejdere.;He hired some new workers.;"
"1_arbejder;arbejder;arbejderen;;substantiv fælleskøn ental bestemt;noun singular definite;worker;the worker;;Han ansatte nogle nye arbejdere.;He hired some new workers.;"
1_arbejder;arbejder;arbejder;;substantiv;noun;workman;workman;;;;
"1_arbejder;arbejder;arbejderne;;substantiv fælleskøn flertal bestemt;noun plural definite;workman;the workmen;;;;"
"1_arbejder;arbejder;arbejdere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;workman;workmen;;;;"
"1_arbejder;arbejder;arbejderen;;substantiv fælleskøn ental bestemt;noun singular definite;workman;the workman;;;;"
"1_arbejderbi;arbejderbi;arbejderbi;;substantiv;noun;worker bee;worker bee;;;;"
"1_arbejderklasse;arbejderklasse;arbejderklasse;;substantiv fælleskøn;noun;working class;working class;;;;"
"1_arbejderklasse;arbejderklasse;arbejderklasserne;;substantiv fælleskøn flertal bestemt;noun plural definite;working class;the working classes;;;;"
"1_arbejderklasse;arbejderklasse;arbejderklasser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;working class;working classes;;;;"
"1_arbejderklasse;arbejderklasse;arbejderklassen;;substantiv fælleskøn ental bestemt;noun singular definite;working class;the working class;;;;"
"1_arbejderne;arbejderne;arbejderne;britisk;substantiv flertal;noun;labour;labour;british;;;"
1_arbejdsbord;arbejdsbord;arbejdsbord;;substantiv;noun;worktable;worktable;;;;
"1_arbejdsbord;arbejdsbord;arbejdsbordene;;substantiv intetkøn flertal bestemt;noun plural definite;worktable;the work tables;;;;"
"1_arbejdsbord;arbejdsbord;arbejdsborde;;substantiv intetkøn flertal ubestemt;noun plural indefinite;worktable;work tables;;;;"
"1_arbejdsbord;arbejdsbord;arbejdsbordet;;substantiv intetkøn ental bestemt;noun singular definite;worktable;the work table;;;;"
1_arbejdsdag;arbejdsdag;arbejdsdag;;substantiv;noun;workday;workday;;;;
"1_arbejdsdag;arbejdsdag;arbejdsdagene;;substantiv fælleskøn flertal bestemt;noun plural definite;workday;the workdays;;;;"
"1_arbejdsdag;arbejdsdag;arbejdsdage;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;workday;workdays;;;;"
"1_arbejdsdag;arbejdsdag;arbejdsdagen;;substantiv fælleskøn ental bestemt;noun singular definite;workday;the workday;;;;"
"1_arbejdsdragt;arbejdsdragt;arbejdsdragt;;substantiv fælleskøn;noun plural;fatigues;fatigues;;;;"
"1_arbejdsferie;arbejdsferie;arbejdsferie;talemåde;;;busman's holiday;busman's holiday;idiom;;;"
"1_arbejdsgiver;arbejdsgiver;arbejdsgiver;;substantiv fælleskøn;noun;employer;employer;;;;"
"1_arbejdsgiver;arbejdsgiver;arbejdsgiverne;;substantiv fælleskøn flertal bestemt;noun plural definite;employer;the employers;;;;"
"1_arbejdsgiver;arbejdsgiver;arbejdsgivere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;employer;employers;;;;"
"1_arbejdsgiver;arbejdsgiver;arbejdsgiveren;;substantiv fælleskøn ental bestemt;noun singular definite;employer;the employer;;;;"
"1_arbejdsgruppe;arbejdsgruppe;arbejdsgruppe;;substantiv fælleskøn;noun;working group;working group;;;;"
1_arbejdsintensiv;arbejdsintensiv;arbejdsintensiv;amerikansk;adjektiv;adjective;labor-intensive;labor-intensive;american;;;
1_arbejdsintensiv;arbejdsintensiv;arbejdsintensiv;britisk;adjektiv;adjective;labour-intensive;labour-intensive;british;;;
"1_arbejdsintensiv;arbejdsintensiv;arbejdsintensive;;adjektiv flertal;adjective plural;labour-intensive;labor-intensive;;;;"
"1_arbejdsintensiv;arbejdsintensiv;arbejdsintensiv;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;labour-intensive;labor-intensive;;;;"
"1_arbejdsintensiv;arbejdsintensiv;arbejdsintensivt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;labour-intensive;labor-intensive;;;;"
"1_arbejdsintensiv;arbejdsintensiv;arbejdsintensive;;adjektiv ental bestemt;adjective singular definite;labor-intensive;the labour-intensive;;;;"
"1_arbejdskraft;arbejdskraft;arbejdskraft;amerikansk;substantiv fælleskøn;noun;labor force;labor force;american;;;"
"1_arbejdskraft;arbejdskraft;arbejdskraft;britisk;substantiv fælleskøn;noun;labour force;labour force;british;;;"
"1_arbejdskraft;arbejdskraft;arbejdskraften;;substantiv fælleskøn ental bestemt;noun singular definite;labour force;the labor force;;;;"
"1_arbejdskraft;arbejdskraft;arbejdskraft;;substantiv fælleskøn;noun;workforce;workforce;;;;"
"1_arbejdskraft;arbejdskraft;arbejdskraften;;substantiv fælleskøn ental bestemt;noun singular definite;workforce;the work force;;;;"
1_arbejdskraftintensiv;arbejdskraftintensiv;arbejdskraftintensiv;amerikansk;adjektiv;adjective;labor-intensive;labor-intensive;american;;;
1_arbejdskraftintensiv;arbejdskraftintensiv;arbejdskraftintensiv;britisk;adjektiv;adjective;labour-intensive;labour-intensive;british;;;
"1_arbejdskraftintensiv;arbejdskraftintensiv;arbejdskraftintensive;;adjektiv flertal;adjective plural;labour-intensive;labor-intensive;;;;"
"1_arbejdskraftintensiv;arbejdskraftintensiv;arbejdskraftintensiv;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;labour-intensive;labor-intensive;;;;"
"1_arbejdskraftintensiv;arbejdskraftintensiv;arbejdskraftintensivt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;labour-intensive;labor-intensive;;;;"
"1_arbejdskraftintensiv;arbejdskraftintensiv;arbejdskraftintensive;;adjektiv ental bestemt;adjective singular definite;labor-intensive;the labour-intensive;;;;"
"1_arbejdsløs;arbejdsløs;arbejdsløse;;adjektiv ental bestemt;adjective singular definite;unemployed;the unemployed;;Jeg er arbejdsløs.;I'm unemployed.;"
"1_arbejdsløs;arbejdsløs;arbejdsløs;;adjektiv;adjective;unemployed;unemployed;;Jeg er arbejdsløs.;I'm unemployed.;"
"1_arbejdsløs;arbejdsløs;arbejdsløse;;adjektiv flertal;adjective plural;unemployed;unemployed;;Jeg er arbejdsløs.;I'm unemployed.;"
"1_arbejdsløs;arbejdsløs;arbejdsløs;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;unemployed;unemployed;;Jeg er arbejdsløs.;I'm unemployed.;"
"1_arbejdsløs;arbejdsløs;arbejdsløst;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;unemployed;unemployed;;Jeg er arbejdsløs.;I'm unemployed.;"
"1_arbejdsløshed;arbejdsløshed;arbejdsløshed;;substantiv fælleskøn;noun;joblessness;joblessness;;;;"
"1_arbejdsløshed;arbejdsløshed;arbejdsløsheden;;substantiv fælleskøn ental bestemt;noun singular definite;joblessness;the joblessness;;;;"
"1_arbejdsløshed;arbejdsløshed;arbejdsløshed;;substantiv fælleskøn;noun;unemployment;unemployment;;;;"
"1_arbejdsløshed;arbejdsløshed;arbejdsløsheden;;substantiv fælleskøn ental bestemt;noun singular definite;unemployment;the unemployment;;;;"
"1_arbejdsmiljø;arbejdsmiljø;arbejdsmiljø;;substantiv intetkøn;noun;working environment;working environment;;;;"
"1_arbejdsmængde;arbejdsmængde;arbejdsmængde;;substantiv fælleskøn;noun;workload;workload;;;;"
"1_arbejdsmængde;arbejdsmængde;arbejdsmængderne;;substantiv fælleskøn flertal bestemt;noun plural definite;workload;the workloads;;;;"
"1_arbejdsmængde;arbejdsmængde;arbejdsmængder;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;workload;workloads;;;;"
"1_arbejdsmængde;arbejdsmængde;arbejdsmængden;;substantiv fælleskøn ental bestemt;noun singular definite;workload;the workload;;;;"
"1_arbejdsnarkoman;arbejdsnarkoman;arbejdsnarkoman;;substantiv fælleskøn;noun;workaholic;workaholic;;Du er en arbejdsnarkoman.;You are a workaholic.;"
"1_arbejdsnarkoman;arbejdsnarkoman;arbejdsnarkomanerne;;substantiv fælleskøn flertal bestemt;noun plural definite;workaholic;the workaholics;;Du er en arbejdsnarkoman.;You are a workaholic.;"
"1_arbejdsnarkoman;arbejdsnarkoman;arbejdsnarkomaner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;workaholic;workaholics;;Du er en arbejdsnarkoman.;You are a workaholic.;"
"1_arbejdsnarkoman;arbejdsnarkoman;arbejdsnarkomanen;;substantiv fælleskøn ental bestemt;noun singular definite;workaholic;the workaholic;;Du er en arbejdsnarkoman.;You are a workaholic.;"
"1_arbejdsopgave;arbejdsopgave;arbejdsopgave;;substantiv fælleskøn;noun;assignment;assignment;;;;"
"1_arbejdsopgave;arbejdsopgave;arbejdsopgaverne;;substantiv fælleskøn flertal bestemt;noun plural definite;assignment;the assignments;;;;"
"1_arbejdsopgave;arbejdsopgave;arbejdsopgaver;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;assignment;assignments;;;;"
"1_arbejdsopgave;arbejdsopgave;arbejdsopgaven;;substantiv fælleskøn ental bestemt;noun singular definite;assignment;the assignment;;;;"
1_arbejdsro;arbejdsro;arbejdsro;;substantiv;noun;tranquility;tranquility;;;;
"1_arbejdstager;arbejdstager;arbejdstager;;substantiv fælleskøn;noun;employee;employee;;;;"
"1_arbejdstager;arbejdstager;arbejdstagerne;;substantiv fælleskøn flertal bestemt;noun plural definite;employee;the employees;;;;"
"1_arbejdstager;arbejdstager;arbejdstagere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;employee;employees;;;;"
"1_arbejdstager;arbejdstager;arbejdstageren;;substantiv fælleskøn ental bestemt;noun singular definite;employee;the employee;;;;"
"1_arbejdstilladelse;arbejdstilladelse;arbejdstilladelse;;substantiv fælleskøn;noun;work permit;work permit;;;;"
"1_arbejdstilladelse;arbejdstilladelse;arbejdstilladelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;work permit;the work permits;;;;"
"1_arbejdstilladelse;arbejdstilladelse;arbejdstilladelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;work permit;work permits;;;;"
"1_arbejdstilladelse;arbejdstilladelse;arbejdstilladelsen;;substantiv fælleskøn ental bestemt;noun singular definite;work permit;the work permit;;;;"
"1_arbejdsuniform;arbejdsuniform;arbejdsuniform;;substantiv fælleskøn;noun;fatigues;fatigues;;;;"
"1_arbejdsuniform;arbejdsuniform;arbejdsuniformerne;;substantiv fælleskøn flertal bestemt;noun plural definite;fatigues;the fatigues;;;;"
"1_arbejdsuniform;arbejdsuniform;arbejdsuniformer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;fatigues;fatigues;;;;"
"1_areal;areal;areal;;substantiv intetkøn;noun;area;area;;;;"
"1_areal;areal;arealerne;;substantiv intetkøn flertal bestemt;noun plural definite;area;the areas;;;;"
"1_areal;areal;arealer;;substantiv intetkøn flertal ubestemt;noun plural indefinite;area;areas;;;;"
"1_areal;areal;arealet;;substantiv intetkøn ental bestemt;noun singular definite;area;the area;;;;"
1_arena;arena;arena;;substantiv;noun;arena;arena;;;;
"1_arena;arena;arenaerne;;substantiv fælleskøn flertal bestemt;noun plural definite;arena;the arenas;;;;"
"1_arena;arena;arenaer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;arena;arenas;;;;"
"1_arena;arena;arenaen;;substantiv fælleskøn ental bestemt;noun singular definite;arena;the arena;;;;"
"1_Argentina;Argentina;Argentina;;substantiv;noun;Argentina;Argentina;;Jeg har aldrig været i Argentina.;I've never been to Argentina.;"
"1_argentiner;argentiner;argentiner;;substantiv fælleskøn;noun;Argentine;Argentine;;;;"
"1_argentiner;argentiner;argentinerne;;substantiv fælleskøn flertal bestemt;noun plural definite;Argentine;the Argentines;;;;"
"1_argentiner;argentiner;argentinere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;Argentine;Argentines;;;;"
"1_argentiner;argentiner;argentineren;;substantiv fælleskøn ental bestemt;noun singular definite;Argentine;the Argentine;;;;"
"1_argentiner;argentiner;argentiner;;substantiv fælleskøn;noun;Argentinian;Argentinian;;;;"
"1_argentiner;argentiner;argentinerne;;substantiv fælleskøn flertal bestemt;noun plural definite;Argentinian;the Argentinians;;;;"
"1_argentiner;argentiner;argentinere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;Argentinian;Argentinians;;;;"
"1_argentiner;argentiner;argentineren;;substantiv fælleskøn ental bestemt;noun singular definite;Argentinian;the Argentinian;;;;"
1_argentinsk;argentinsk;argentinsk;;adjektiv;adjective;Argentinian;Argentinian;;;;
"1_argentinsk;argentinsk;argentinske;;adjektiv flertal;adjective plural;Argentinian;Argentinian;;;;"
"1_argentinsk;argentinsk;argentinsk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Argentinian;Argentinian;;;;"
"1_argentinsk;argentinsk;argentinsk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Argentinian;Argentinian;;;;"
"1_argentinsk;argentinsk;argentinske;;adjektiv ental bestemt;adjective singular definite;Argentinian;the Argentinian;;;;"
"1_argument;argument;argument;;substantiv intetkøn;noun;argument;argument;;;;"
"1_argument;argument;argumenterne;;substantiv intetkøn flertal bestemt;noun plural definite;argument;the arguments;;;;"
