"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_australsk;australsk;australsk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Australian;Australian;;Tom er interesseret i australsk historie.;Tom is interested in Australian history.;"
"1_australsk;australsk;australsk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Australian;Australian;;Tom er interesseret i australsk historie.;Tom is interested in Australian history.;"
"1_australsk;australsk;australske;;adjektiv ental bestemt;adjective singular definite;Australian;the Australian;;Tom er interesseret i australsk historie.;Tom is interested in Australian history.;"
1_autentisk;autentisk;autentisk;;adjektiv;adjective;authentic;authentic;;;;
"1_autentisk;autentisk;autentiske;;adjektiv flertal;adjective plural;authentic;authentic;;;;"
"1_autentisk;autentisk;autentisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;authentic;authentic;;;;"
"1_autentisk;autentisk;autentisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;authentic;authentic;;;;"
"1_autentisk;autentisk;autentiske;;adjektiv ental bestemt;adjective singular definite;authentic;the authentic;;;;"
"1_autisme;autisme;autisme;;substantiv fælleskøn;noun;autism;autism;;Han er autistisk.;He's autistic.;"
"1_autisme;autisme;autismen;;substantiv fælleskøn ental bestemt;noun singular definite;autism;the autism;;Han er autistisk.;He's autistic.;"
1_autistisk;autistisk;autistisk;;adjektiv;adjective;autistic;autistic;;;;
"1_autistisk;autistisk;autistiske;;adjektiv flertal;adjective plural;autistic;autistic;;;;"
"1_autistisk;autistisk;autistisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;autistic;autistic;;;;"
"1_autistisk;autistisk;autistisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;autistic;autistic;;;;"
"1_autistisk;autistisk;autistiske;;adjektiv ental bestemt;adjective singular definite;autistic;the autistic;;;;"
1_autodidakt;autodidakt;autodidakt;;adjektiv;adjective;self-taught;self-taught;;;;
"1_autodidakt;autodidakt;autodidakte;;adjektiv flertal;adjective plural;self-taught;self-taught;;;;"
"1_autodidakt;autodidakt;autodidakt;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;self-taught;self-taught;;;;"
"1_autodidakt;autodidakt;autodidakt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;self-taught;self-taught;;;;"
"1_autodidakt;autodidakt;autodidakte;;adjektiv ental bestemt;adjective singular definite;self-taught;the self-taught;;;;"
1_automatisere;automatisere;automatisere;;verbum;verb;automate;automate;;;;
1_automatisk;automatisk;automatisk;;adjektiv;adjective;automatic;automatic;;;;
"1_automatisk;automatisk;automatiske;;adjektiv flertal;adjective plural;automatic;automatic;;;;"
"1_automatisk;automatisk;automatisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;automatic;automatic;;;;"
"1_automatisk;automatisk;automatisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;automatic;automatic;;;;"
"1_automatisk;automatisk;automatiske;;adjektiv ental bestemt;adjective singular definite;automatic;the automatic;;;;"
1_automobil;automobil;automobil;;substantiv;noun;car;car;;;;
"1_automobil;automobil;automobilerne;;substantiv fælleskøn flertal bestemt;noun plural definite;car;the cars;;;;"
"1_automobil;automobil;automobilerne;;substantiv intetkøn flertal bestemt;noun plural definite;car;the cars;;;;"
"1_automobil;automobil;automobiler;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;car;cars;;;;"
"1_automobil;automobil;automobiler;;substantiv intetkøn flertal ubestemt;noun plural indefinite;car;cars;;;;"
"1_automobil;automobil;automobilen;;substantiv fælleskøn ental bestemt;noun singular definite;car;the car;;;;"
"1_automobil;automobil;automobilet;;substantiv intetkøn ental bestemt;noun singular definite;car;the car;;;;"
"1_automobilteknik;automobilteknik;automobilteknik;;substantiv fælleskøn;noun;automotive engineering;automotive engineering;;;;"
1_autonom;autonom;autonom;;adjektiv;adjective;autonomous;autonomous;;;;
"1_autonom;autonom;autonome;;adjektiv flertal;adjective plural;autonomous;autonomous;;;;"
"1_autonom;autonom;autonom;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;autonomous;autonomous;;;;"
"1_autonom;autonom;autonomt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;autonomous;autonomous;;;;"
"1_autonom;autonom;autonome;;adjektiv ental bestemt;adjective singular definite;autonomous;the autonomous;;;;"
"1_autonomi;autonomi;autonomi;;substantiv fælleskøn;noun;autonomy;autonomy;;;;"
"1_autonomi;autonomi;autonomien;;substantiv fælleskøn ental bestemt;noun singular definite;autonomy;the autonomy;;;;"
1_autorisere;autorisere;autorisere;britisk;verbum;verb;authorise;authorise;british;;;
1_autorisere;autorisere;autorisere;;verbum;verb;authorize;authorize;;;;
"1_autoritet;autoritet;autoritet;;substantiv;noun;authority;authority;;Læreren har ingen autoritet over sine elever.;The teacher has no authority over his students.;"
"1_autoritet;autoritet;autoriteterne;;substantiv fælleskøn flertal bestemt;noun plural definite;authority;the authorities;;Læreren har ingen autoritet over sine elever.;The teacher has no authority over his students.;"
"1_autoritet;autoritet;autoriteter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;authority;authorities;;Læreren har ingen autoritet over sine elever.;The teacher has no authority over his students.;"
"1_autoritet;autoritet;autoriteten;;substantiv fælleskøn ental bestemt;noun singular definite;authority;the authority;;Læreren har ingen autoritet over sine elever.;The teacher has no authority over his students.;"
1_autoritær;autoritær;autoritær;;adjektiv;adjective;authorative;authorative;;;;
1_avancere;avancere;avancere;;verbum;verb;advance;advance;;;;
1_avancere;avancere;avancere;;verbum;verb;progress;progress;;;;
1_avis;avis;avis;;substantiv;noun;gazette;gazette;;;;
"1_avis;avis;aviserne;;substantiv fælleskøn flertal bestemt;noun plural definite;gazette;the gazettes;;;;"
"1_avis;avis;aviser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;gazette;gazettes;;;;"
"1_avis;avis;avisen;;substantiv fælleskøn ental bestemt;noun singular definite;gazette;the gazette;;;;"
1_avis;avis;avis;;substantiv;noun;journal;journal;;;;
"1_avis;avis;aviserne;;substantiv fælleskøn flertal bestemt;noun plural definite;journal;the journals;;;;"
"1_avis;avis;aviser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;journal;journals;;;;"
"1_avis;avis;avisen;;substantiv fælleskøn ental bestemt;noun singular definite;journal;the journal;;;;"
1_avis;avis;avis;;substantiv;noun;magazine;magazine;;;;
"1_avis;avis;aviserne;;substantiv fælleskøn flertal bestemt;noun plural definite;magazine;the magazines;;;;"
"1_avis;avis;aviser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;magazine;magazines;;;;"
"1_avis;avis;avisen;;substantiv fælleskøn ental bestemt;noun singular definite;magazine;the magazine;;;;"
"1_avis;avis;avis;;substantiv fælleskøn;noun;newspaper;newspaper;;Jeg læser denne avis.;I'm reading this newspaper.;"
"1_avis;avis;aviserne;;substantiv fælleskøn flertal bestemt;noun plural definite;newspaper;the newspapers;;Jeg læser denne avis.;I'm reading this newspaper.;"
"1_avis;avis;aviser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;newspaper;newspapers;;Jeg læser denne avis.;I'm reading this newspaper.;"
"1_avis;avis;avisen;;substantiv fælleskøn ental bestemt;noun singular definite;newspaper;the newspaper;;Jeg læser denne avis.;I'm reading this newspaper.;"
"1_avle;avle;avle;;verbum;verb;breed;breed;;Had avler had!;Hate breeds hate.;"
"1_avle;avle;avlede;;verbum datid;verb past tense;breed;bred;;Had avler had!;Hate breeds hate.;"
"1_avle;avle;avler;;verbum nutid;verb present 3rd person singular;breed;breeds;;Had avler had!;Hate breeds hate.;"
"1_avle;avle;avler;;verbum nutid;verb present non 3rd person;breed;breed;;Had avler had!;Hate breeds hate.;"
1_avle;avle;avle;;verbum;verb;raise;raise;;;;
"1_avle;avle;avlede;;verbum datid;verb past tense;raise;raised;;;;"
