"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_beholde;beholde;beholdt;;verbum datid;verb past tense;conserve;conserved;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present 3rd person singular;conserve;conserves;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present non 3rd person;conserve;conserve;;;;"
"1_beholde;beholde;beholde;;verbum;verb;keep;keep;;Du kan beholde bogen.;You may keep the book.;"
"1_beholde;beholde;beholde;;verbum;verb;keep;keep;;Du kan beholde bogen.;You may keep the book.;"
"1_beholde;beholde;beholdt;;verbum datid;verb past tense;keep;kept;;Du kan beholde bogen.;You may keep the book.;"
"1_beholde;beholde;beholder;;verbum nutid;verb present 3rd person singular;keep;keeps;;Du kan beholde bogen.;You may keep the book.;"
"1_beholde;beholde;beholder;;verbum nutid;verb present non 3rd person;keep;keep;;Du kan beholde bogen.;You may keep the book.;"
1_beholde;beholde;beholde;;verbum;verb;maintain;maintain;;;;
"1_beholde;beholde;beholdt;;verbum datid;verb past tense;maintain;maintained;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present 3rd person singular;maintain;maintains;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present non 3rd person;maintain;maintain;;;;"
1_beholde;beholde;beholde;;verbum;verb;preserve;preserve;;;;
"1_beholde;beholde;beholdt;;verbum datid;verb past tense;preserve;preserved;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present 3rd person singular;preserve;preserves;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present non 3rd person;preserve;preserve;;;;"
1_beholde;beholde;beholde;;verbum;verb;rescue;rescue;;;;
"1_beholde;beholde;beholdt;;verbum datid;verb past tense;rescue;rescued;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present 3rd person singular;rescue;rescues;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present non 3rd person;rescue;rescue;;;;"
1_beholde;beholde;beholde;;verbum;verb;save;save;;;;
"1_beholde;beholde;beholdt;;verbum datid;verb past tense;save;saved;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present 3rd person singular;save;saves;;;;"
"1_beholde;beholde;beholder;;verbum nutid;verb present non 3rd person;save;save;;;;"
1_beholder;beholder;beholder;;substantiv;noun;barrel;barrel;;;;
"1_beholder;beholder;beholderne;;substantiv fælleskøn flertal bestemt;noun plural definite;barrel;the barrels;;;;"
"1_beholder;beholder;beholdere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;barrel;barrels;;;;"
"1_beholder;beholder;beholderen;;substantiv fælleskøn ental bestemt;noun singular definite;barrel;the barrel;;;;"
1_beholder;beholder;beholder;;substantiv;noun;box;box;;;;
"1_beholder;beholder;beholderne;;substantiv fælleskøn flertal bestemt;noun plural definite;box;the boxes;;;;"
"1_beholder;beholder;beholdere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;box;boxes;;;;"
"1_beholder;beholder;beholderen;;substantiv fælleskøn ental bestemt;noun singular definite;box;the box;;;;"
