"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
1_alkymistisk;alkymistisk;alkymistisk;;adjektiv;adjective;alchemic;alchemic;;;;
"1_alkymistisk;alkymistisk;alkymistiske;;adjektiv flertal;adjective plural;alchemic;alchemic;;;;"
"1_alkymistisk;alkymistisk;alkymistisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;alchemic;alchemic;;;;"
"1_alkymistisk;alkymistisk;alkymistisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;alchemic;alchemic;;;;"
1_alkymistisk;alkymistisk;alkymistisk;;adjektiv;adjective;alchemical;alchemical;;;;
"1_alkymistisk;alkymistisk;alkymistiske;;adjektiv flertal;adjective plural;alchemical;alchemical;;;;"
"1_alkymistisk;alkymistisk;alkymistisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;alchemical;alchemical;;;;"
"1_alkymistisk;alkymistisk;alkymistisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;alchemical;alchemical;;;;"
"1_alkymistisk;alkymistisk;alkymistiske;;adjektiv ental bestemt;adjective singular definite;alchemic;the alchemic;;;;"
"1_alkymistisk;alkymistisk;alkymistiske;;adjektiv ental bestemt;adjective singular definite;alchemical;the alchemical;;;;"
"1_alle;alle;alle;;;;all;all;;Jeg har inviteret alle mine venner.;I've invited all my friends.;"
"1_alle;alle;alle;;pronomen;pronoun;everybody;everybody;;Du overraskede alle.;You surprised everybody.;"
"1_alle;alle;alle;;pronomen;pronoun;everyone;everyone;;Hans navn er kendt af alle i denne by.;His name is known to everyone in this town.;"
1_allé;allé;allé;;substantiv;noun;avenue;avenue;;;;
"1_allé;allé;alléerne;;substantiv fælleskøn flertal bestemt;noun plural definite;avenue;the avenues;;;;"
"1_allé;allé;alléer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;avenue;avenues;;;;"
"1_allé;allé;alléen;;substantiv fælleskøn ental bestemt;noun singular definite;avenue;the avenue;;;;"
"1_alle_og_enhver;alle og enhver;alle og enhver;talemåde;;;every tom"," dick"," and harry;every tom"," dick"," and harry;idiom;;;"
"1_alle_steder;alle steder;alle steder;;adverbium;adverb;everywhere;everywhere;;Han var velkommen alle steder.;He was welcomed everywhere.;"
"1_alle_vegne;alle vegne;alle vegne;;adverbium;adverb;anywhere;anywhere;;;;"
"1_Alle_veje_fører_til_Rom;Alle veje fører til Rom;Alle veje fører til Rom;frase;;;All roads lead to Rome;All roads lead to Rome;phrase;Alle veje fører til Rom.;All roads lead to Rome.;"
"1_allehelgensdag;allehelgensdag;allehelgensdag;;substantiv;noun;All Saints' Day;All Saints' Day;;;;"
"1_allehelgensdag;allehelgensdag;allehelgensdagen;;substantiv fælleskøn ental bestemt;noun singular definite;All Saints' Day;the All Saints' Day;;;;"
"1_allerede;allerede;allerede;;adverbium;adverb;already;already;;Toget er allerede kørt.;The train has already left.;"
"1_allerede;allerede;allerede;;;;by now;by now;;;;"
"1_allerede;allerede;allerede;;;;yet;yet;;Har du allerede fundet drømmeprinsen?;Have you found Prince Charming yet?;"
"1_allerførste;allerførste;allerførste;;adjektiv;adjective;very first;very first;;;;"
"1_allergen;allergen;allergen;;substantiv intetkøn;noun;allergen;allergen;;;;"
"1_allergen;allergen;allergenerne;;substantiv intetkøn flertal bestemt;noun plural definite;allergen;the allergens;;;;"
"1_allergen;allergen;allergener;;substantiv intetkøn flertal ubestemt;noun plural indefinite;allergen;allergens;;;;"
"1_allergen;allergen;allergenet;;substantiv intetkøn ental bestemt;noun singular definite;allergen;the allergen;;;;"
"1_allergi;allergi;allergi;;substantiv fælleskøn;noun;allergy;allergy;;;;"
"1_allergi;allergi;allergierne;;substantiv fælleskøn flertal bestemt;noun plural definite;allergy;the allergies;;;;"
"1_allergi;allergi;allergier;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;allergy;allergies;;;;"
"1_allergi;allergi;allergien;;substantiv fælleskøn ental bestemt;noun singular definite;allergy;the allergy;;;;"
"1_allergisk;allergisk;allergisk;;adjektiv;adjective;allergic;allergic;;Jeg er allergisk over for katte.;I'm allergic to cats.;"
"1_allergisk;allergisk;allergiske;;adjektiv flertal;adjective plural;allergic;allergic;;Jeg er allergisk over for katte.;I'm allergic to cats.;"
"1_allergisk;allergisk;allergisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;allergic;allergic;;Jeg er allergisk over for katte.;I'm allergic to cats.;"
"1_allergisk;allergisk;allergisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;allergic;allergic;;Jeg er allergisk over for katte.;I'm allergic to cats.;"
"1_allergisk;allergisk;allergiske;;adjektiv ental bestemt;adjective singular definite;allergic;the allergic;;Jeg er allergisk over for katte.;I'm allergic to cats.;"
"1_allersidste;allersidste;allersidste;;adjektiv;adjective;very last;very last;;;;"
"1_allesammen;allesammen;allesammen;;pronomen;pronoun;everyone;everyone;;Godnat allesammen!;Good night"," everyone!;"
"1_allestedsnærværende;allestedsnærværende;allestedsnærværende;;adjektiv ental bestemt;adjective singular definite;ubiquitous;the ubiquitous;;;;"
1_allestedsnærværende;allestedsnærværende;allestedsnærværende;;adjektiv;adjective;ubiquitous;ubiquitous;;;;
"1_allestedsnærværende;allestedsnærværende;allestedsnærværende;;adjektiv flertal;adjective plural;ubiquitous;ubiquitous;;;;"
"1_allestedsnærværende;allestedsnærværende;allestedsnærværende;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;ubiquitous;ubiquitous;;;;"
"1_allestedsnærværende;allestedsnærværende;allestedsnærværende;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;ubiquitous;ubiquitous;;;;"
"1_alliance;alliance;alliance;;substantiv fælleskøn;noun;alliance;alliance;;;;"
"1_alliance;alliance;alliancerne;;substantiv fælleskøn flertal bestemt;noun plural definite;alliance;the alliances;;;;"
"1_alliance;alliance;alliancer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;alliance;alliances;;;;"
"1_alliance;alliance;alliancen;;substantiv fælleskøn ental bestemt;noun singular definite;alliance;the alliance;;;;"
"1_alligevel;alligevel;alligevel;;adverbium;adverb;anyway;anyway;;Det regner"," men vi vil gå alligevel.;It's raining"," but we'll go anyway.;"
1_alligevel;alligevel;alligevel;;adverbium;adverb;however;however;;;;
1_alligevel;alligevel;alligevel;;adverbium;adverb;nevertheless;nevertheless;;;;
"1_allike;allike;allike;;substantiv fælleskøn;noun;jackdaw;jackdaw;;;;"
"1_allike;allike;allikerne;;substantiv fælleskøn flertal bestemt;noun plural definite;jackdaw;the jackdaws;;;;"
"1_allike;allike;alliker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;jackdaw;jackdaws;;;;"
"1_allike;allike;alliken;;substantiv fælleskøn ental bestemt;noun singular definite;jackdaw;the jackdaw;;;;"
1_allokere;allokere;allokere;;verbum;verb;allocate;allocate;;;;
"1_allokering;allokering;allokering;;substantiv fælleskøn;noun;allocation;allocation;;Det hele handler om intelligent allokering af resurser.;It's all about intelligent allocation of resources.;"
"1_allokering;allokering;allokeringerne;;substantiv fælleskøn flertal bestemt;noun plural definite;allocation;the allocations;;Det hele handler om intelligent allokering af resurser.;It's all about intelligent allocation of resources.;"
"1_allokering;allokering;allokeringer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;allocation;allocations;;Det hele handler om intelligent allokering af resurser.;It's all about intelligent allocation of resources.;"
"1_allokering;allokering;allokeringen;;substantiv fælleskøn ental bestemt;noun singular definite;allocation;the allocation;;Det hele handler om intelligent allokering af resurser.;It's all about intelligent allocation of resources.;"
"1_almagt;almagt;almagt;;substantiv fælleskøn;noun;omnipotence;omnipotence;;;;"
"1_almagt;almagt;almagten;;substantiv fælleskøn ental bestemt;noun singular definite;omnipotence;the omnipotence;;;;"
"1_almanak;almanak;almanak;;substantiv fælleskøn;noun;almanac;almanac;;;;"
"1_almanak;almanak;almanakkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;almanac;the almanacs;;;;"
"1_almanak;almanak;almanakker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;almanac;almanacs;;;;"
"1_almanak;almanak;almanakken;;substantiv fælleskøn ental bestemt;noun singular definite;almanac;the almanac;;;;"
1_almen;almen;almen;;adjektiv;adjective;common;common;;;;
"1_almen;almen;almene;;adjektiv flertal;adjective plural;common;common;;;;"
"1_almen;almen;almen;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;common;common;;;;"
"1_almen;almen;alment;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;common;common;;;;"
1_almen;almen;almen;;adjektiv;adjective;general;general;;;;
"1_almen;almen;almene;;adjektiv flertal;adjective plural;general;general;;;;"
"1_almen;almen;almen;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;general;general;;;;"
"1_almen;almen;alment;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;general;general;;;;"
"1_almen;almen;almene;;adjektiv ental bestemt;adjective singular definite;common;the common;;;;"
"1_almen;almen;almene;;adjektiv ental bestemt;adjective singular definite;general;the general;;;;"
"1_almengyldig;almengyldig;almengyldig;;adjektiv;adjective;universally true;universally true;;;;"
"1_almenkendt;almenkendt;almenkendt;;adjektiv;adjective;common knowledge;common knowledge;;;;"
"1_almennyttig;almennyttig;almennyttig;;adjektiv;adjective;serving the common good;serving the common good;;;;"
1_alment;alment;alment;;adverbium;adverb;commonly;commonly;;;;
1_alment;alment;alment;;adverbium;adverb;generally;generally;;;;
"1_almindelig;almindelig;almindelig;;adjektiv;adjective;common;common;;Det er en meget almindelig fejltagelse.;That's a very common mistake.;"
"1_almindelig;almindelig;almindelige;;adjektiv flertal;adjective plural;common;common;;Det er en meget almindelig fejltagelse.;That's a very common mistake.;"
"1_almindelig;almindelig;almindelig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;common;common;;Det er en meget almindelig fejltagelse.;That's a very common mistake.;"
"1_almindelig;almindelig;almindeligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;common;common;;Det er en meget almindelig fejltagelse.;That's a very common mistake.;"
1_almindelig;almindelig;almindelig;;adjektiv;adjective;general;general;;;;
"1_almindelig;almindelig;almindelige;;adjektiv flertal;adjective plural;general;general;;;;"
"1_almindelig;almindelig;almindelig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;general;general;;;;"
"1_almindelig;almindelig;almindeligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;general;general;;;;"
"1_almindelig;almindelig;almindelig;;adjektiv;adjective;ordinary;ordinary;;Søndag er ikke en almindelig dag for mig.;Sunday is not an ordinary day to me.;"
"1_almindelig;almindelig;almindelige;;adjektiv ental bestemt;adjective singular definite;common;the common;;Det er en meget almindelig fejltagelse.;That's a very common mistake.;"
"1_almindelig;almindelig;almindelige;;adjektiv ental bestemt;adjective singular definite;general;the general;;;;"
"1_almindelig;almindelig;almindelige;;adjektiv ental bestemt;adjective singular definite;wide-spread;the widespread;;;;"
1_almindelig;almindelig;almindelig;;adjektiv;adjective;usual;usual;;;;
1_almindelig;almindelig;almindelig;;adjektiv;adjective;widespread;widespread;;;;
"1_almindelig;almindelig;almindelige;;adjektiv flertal;adjective plural;widespread;wide-spread;;;;"
"1_almindelig;almindelig;almindelig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;widespread;wide-spread;;;;"
"1_almindelig;almindelig;almindeligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;widespread;wide-spread;;;;"
1_almindeligt;almindeligt;almindeligt;;adverbium;adverb;generally;generally;;;;
"1_almindeligvis;almindeligvis;almindeligvis;;adverbium;adverb;generally;generally;;Hver dag på vej til skole ser jeg almindeligvis mange hunde og katte.;On my way to school each day"," I generally see many dogs and cats.;"
1_almindeligvis;almindeligvis;almindeligvis;;adverbium;adverb;normally;normally;;;;
1_almindeligvis;almindeligvis;almindeligvis;;adverbium;adverb;usually;usually;;;;
1_almisse;almisse;almisse;;substantiv;noun;charity;charity;;;;
"1_almisse;almisse;almisserne;;substantiv fælleskøn flertal bestemt;noun plural definite;charity;the charities;;;;"
"1_almisse;almisse;almisser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;charity;charities;;;;"
"1_almisse;almisse;almissen;;substantiv fælleskøn ental bestemt;noun singular definite;charity;the charity;;;;"
1_almægtig;almægtig;almægtig;;adjektiv;adjective;almighty;almighty;;;;
"1_almægtig;almægtig;almægtige;;adjektiv flertal;adjective plural;almighty;almighty;;;;"
"1_almægtig;almægtig;almægtig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;almighty;almighty;;;;"
"1_almægtig;almægtig;almægtigt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;almighty;almighty;;;;"
1_almægtig;almægtig;almægtig;;adjektiv;adjective;omnipotent;omnipotent;;;;
"1_almægtig;almægtig;almægtige;;adjektiv flertal;adjective plural;omnipotent;omnipotent;;;;"
"1_almægtig;almægtig;almægtig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;omnipotent;omnipotent;;;;"
"1_almægtig;almægtig;almægtigt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;omnipotent;omnipotent;;;;"
"1_almægtig;almægtig;almægtige;;adjektiv ental bestemt;adjective singular definite;almighty;the almighty;;;;"
"1_almægtig;almægtig;almægtige;;adjektiv ental bestemt;adjective singular definite;omnipotent;the omnipotent;;;;"
"1_almægtighed;almægtighed;almægtighed;;substantiv fælleskøn;noun;omnipotence;omnipotence;;;;"
"1_almægtighed;almægtighed;almægtigheden;;substantiv fælleskøn ental bestemt;noun singular definite;omnipotence;the omnipotence;;;;"
"1_alpehue;alpehue;alpehue;;substantiv fælleskøn;noun;beret;beret;;Tom er den eneste der går med alpehue.;Tom is the only one wearing a beret.;"
"1_alpehue;alpehue;alpehuerne;;substantiv fælleskøn flertal bestemt;noun plural definite;beret;the berets;;Tom er den eneste der går med alpehue.;Tom is the only one wearing a beret.;"
"1_alpehue;alpehue;alpehuer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;beret;berets;;Tom er den eneste der går med alpehue.;Tom is the only one wearing a beret.;"
"1_alpehue;alpehue;alpehuen;;substantiv fælleskøn ental bestemt;noun singular definite;beret;the beret;;Tom er den eneste der går med alpehue.;Tom is the only one wearing a beret.;"
"1_alpehytte;alpehytte;alpehytte;;substantiv;noun;mountain hut;mountain hut;;;;"
"1_Alperne;Alperne;Alperne;;substantiv;noun;Alps;Alps;;Alperne ligger i centrum af Europa.;The Alps are in the center of Europe.;"
"1_Alperne;Alperne;Alperne;;substantiv flertal;noun;the Alps;the Alps;;;;"
"1_alpeviol;alpeviol;alpeviol;;substantiv fælleskøn;noun;cyclamen;cyclamen;;;;"
"1_alpeviol;alpeviol;alpeviolerne;;substantiv fælleskøn flertal bestemt;noun plural definite;cyclamen;the cyclamen;;;;"
"1_alpeviol;alpeviol;alpevioler;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;cyclamen;cyclamen;;;;"
"1_alpeviol;alpeviol;alpeviolen;;substantiv fælleskøn ental bestemt;noun singular definite;cyclamen;the cyclamen;;;;"
"1_alsidig;alsidig;alsidige;;adjektiv ental bestemt;adjective singular definite;versatile;the versatile;;;;"
1_alsidig;alsidig;alsidig;;adjektiv;adjective;versatile;versatile;;;;
"1_alsidig;alsidig;alsidige;;adjektiv flertal;adjective plural;versatile;versatile;;;;"
"1_alsidig;alsidig;alsidig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;versatile;versatile;;;;"
"1_alsidig;alsidig;alsidigt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;versatile;versatile;;;;"
"1_alt;alt;alt;;;;all;all;;Dette er alt hvad jeg ved.;This is all that I know.;"
1_alt;alt;alt;;;;altogether;altogether;;;;
"1_alt;alt;alt;;pronomen;pronoun;everything;everything;;Jeg ved alt.;I know everything.;"
"1_alt_eller_intet;alt eller intet;alt eller intet;frase;;;all or nothing;all or nothing;phrase;;;"
"1_alt_falder_på_plads;alt falder på plads;alt falder på plads;talemåde;;;everything falls into place;everything falls into place;idiom;;;"
"1_alt_godt_fra_havet;alt godt fra havet;alt godt fra havet;frase;substantiv;noun;seafood;seafood;phrase;;;"
1_alt_godt_kommer_til_dem,"_der_kan_vente;alt godt kommer til dem"," der kan vente;alt godt kommer til dem"," der kan vente;talemåde;;;good things come to those who wait;good things come to those who wait;idiom;;;"
"1_alt_muligt;alt muligt;alt muligt;talemåde;;;everything but the kitchen sink;everything but the kitchen sink;idiom;;;"
"1_altan;altan;altan;;substantiv fælleskøn;noun;balcony;balcony;;Tom er ude på altanen.;Tom is out on the balcony.;"
"1_altan;altan;altanerne;;substantiv fælleskøn flertal bestemt;noun plural definite;balcony;the balconies;;Tom er ude på altanen.;Tom is out on the balcony.;"
"1_altan;altan;altaner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;balcony;balconies;;Tom er ude på altanen.;Tom is out on the balcony.;"
"1_altan;altan;altanen;;substantiv fælleskøn ental bestemt;noun singular definite;balcony;the balcony;;Tom er ude på altanen.;Tom is out on the balcony.;"
"1_alter;alter;alter;;substantiv intetkøn;noun;altar;altar;;;;"
"1_alter;alter;altrene;;substantiv intetkøn flertal bestemt;noun plural definite;altar;the altars;;;;"
"1_alter;alter;altre;;substantiv intetkøn flertal ubestemt;noun plural indefinite;altar;altars;;;;"
"1_alter;alter;alteret;;substantiv intetkøn ental bestemt;noun singular definite;altar;the altar;;;;"
"1_alter;alter;altret;;substantiv intetkøn ental bestemt;noun singular definite;altar;the altar;;;;"
"1_alternativ;alternativ;alternativ;;adjektiv;adjective;alternative;alternative;;Jeg havde intet alternativ.;I had no alternative.;"
"1_alternativ;alternativ;alternative;;adjektiv flertal;adjective plural;alternative;alternative;;Jeg havde intet alternativ.;I had no alternative.;"
"1_alternativ;alternativ;alternativ;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;alternative;alternative;;Jeg havde intet alternativ.;I had no alternative.;"
"1_alternativ;alternativ;alternativt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;alternative;alternative;;Jeg havde intet alternativ.;I had no alternative.;"
"1_alternativ;alternativ;alternativ;;substantiv intetkøn;noun;alternative;alternative;;Jeg havde intet alternativ.;I had no alternative.;"
"1_alternativ;alternativ;alternativerne;;substantiv intetkøn flertal bestemt;noun plural definite;alternative;the alternatives;;Jeg havde intet alternativ.;I had no alternative.;"
"1_alternativ;alternativ;alternativer;;substantiv intetkøn flertal ubestemt;noun plural indefinite;alternative;alternatives;;Jeg havde intet alternativ.;I had no alternative.;"
"1_alternativ;alternativ;alternativet;;substantiv intetkøn ental bestemt;noun singular definite;alternative;the alternative;;Jeg havde intet alternativ.;I had no alternative.;"
"1_alternativ;alternativ;alternative;;adjektiv ental bestemt;adjective singular definite;alternative;the alternative;;Jeg havde intet alternativ.;I had no alternative.;"
"1_altid;altid;altid;;adverbium;adverb;always;always;;Sandheden er ikke altid velkommen!;The truth isn't always welcome!;"
1_altid;altid;altid;;;;ever;ever;;;;
"1_alting;alting;alting;;pronomen;pronoun;everything;everything;;Vi har alting.;We have everything.;"
1_altmuligmand;altmuligmand;altmuligmand;;substantiv;noun;handyman;handyman;;;;
"1_altmuligmand;altmuligmand;altmuligmændene;;substantiv fælleskøn flertal bestemt;noun plural definite;handyman;the handymen;;;;"
"1_altmuligmand;altmuligmand;altmuligmænd;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;handyman;handymen;;;;"
"1_altmuligmand;altmuligmand;altmuligmanden;;substantiv fælleskøn ental bestemt;noun singular definite;handyman;the handyman;;;;"
"1_altså;altså;altså;;adverbium;adverb;therefore;therefore;;Jeg tænker"," altså er jeg.;I think"," therefore I am.;"
1_altæder;altæder;altæder;;substantiv;noun;omnivore;omnivore;;;;
"1_aluminium;aluminium;aluminium;britisk;substantiv intetkøn;noun;aluminium;aluminium;british;;;"
"1_aluminium;aluminium;aluminium;amerikansk;substantiv intetkøn;noun;aluminum;aluminum;american;;;"
"1_alverdens_ting;alverdens ting;alverdens ting;frase;;;all sorts of things;all sorts of things;phrase;;;"
"1_alvor;alvor;alvor;;substantiv fælleskøn;noun;seriousness;seriousness;;;;"
"1_alvor;alvor;alvoren;;substantiv fælleskøn ental bestemt;noun singular definite;seriousness;the seriousness;;;;"
"1_alvorlig;alvorlig;alvorlig;;adjektiv;adjective;grave;grave;;Jeg har alvorlige bekymringer.;I have grave concerns.;"
"1_alvorlig;alvorlig;alvorlige;;adjektiv flertal;adjective plural;grave;grave;;Jeg har alvorlige bekymringer.;I have grave concerns.;"
"1_alvorlig;alvorlig;alvorlig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;grave;grave;;Jeg har alvorlige bekymringer.;I have grave concerns.;"
"1_alvorlig;alvorlig;alvorligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;grave;grave;;Jeg har alvorlige bekymringer.;I have grave concerns.;"
"1_alvorlig;alvorlig;alvorlig;;adjektiv;adjective;serious;serious;;Vi har alvorlige problemer.;We have serious problems.;"
"1_alvorlig;alvorlig;alvorlige;;adjektiv flertal;adjective plural;serious;serious;;Vi har alvorlige problemer.;We have serious problems.;"
"1_alvorlig;alvorlig;alvorlig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;serious;serious;;Vi har alvorlige problemer.;We have serious problems.;"
"1_alvorlig;alvorlig;alvorligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;serious;serious;;Vi har alvorlige problemer.;We have serious problems.;"
"1_alvorlig;alvorlig;alvorlig;;adjektiv;adjective;severe;severe;;Pollen kan forårsage alvorlige allergiske reaktioner.;Pollen can cause severe allergic reactions.;"
"1_alvorlig;alvorlig;alvorlige;;adjektiv flertal;adjective plural;severe;severe;;Pollen kan forårsage alvorlige allergiske reaktioner.;Pollen can cause severe allergic reactions.;"
"1_alvorlig;alvorlig;alvorlig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;severe;severe;;Pollen kan forårsage alvorlige allergiske reaktioner.;Pollen can cause severe allergic reactions.;"
"1_alvorlig;alvorlig;alvorligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;severe;severe;;Pollen kan forårsage alvorlige allergiske reaktioner.;Pollen can cause severe allergic reactions.;"
"1_alvorlig;alvorlig;alvorlige;;adjektiv ental bestemt;adjective singular definite;grave;the grave;;Jeg har alvorlige bekymringer.;I have grave concerns.;"
"1_alvorlig;alvorlig;alvorlige;;adjektiv ental bestemt;adjective singular definite;serious;the serious;;Vi har alvorlige problemer.;We have serious problems.;"
"1_alvorlig;alvorlig;alvorlige;;adjektiv ental bestemt;adjective singular definite;severe;the severe;;Pollen kan forårsage alvorlige allergiske reaktioner.;Pollen can cause severe allergic reactions.;"
"1_alvorlighed;alvorlighed;alvorlighed;;substantiv fælleskøn;noun;seriousness;seriousness;;;;"
"1_alvorlighed;alvorlighed;alvorligheden;;substantiv fælleskøn ental bestemt;noun singular definite;seriousness;the seriousness;;;;"
"1_alvorlighed;alvorlighed;alvorlighed;;substantiv fælleskøn;noun;severity;severity;;;;"
"1_alvorlighed;alvorlighed;alvorligheden;;substantiv fælleskøn ental bestemt;noun singular definite;severity;the severity;;;;"
"1_alvorligt_talt;alvorligt talt;alvorligt talt;talemåde;;;on a serious note;on a serious note;idiom;;;"
"1_alvorsord;alvorsord;alvorsord;;substantiv;noun;word of reprimand;word of reprimand;;;;"
"1_amatør;amatør;amatør;;substantiv fælleskøn;noun;amateur;amateur;;Han er bare en amatør.;He is just an amateur.;"
"1_amatør;amatør;amatørerne;;substantiv fælleskøn flertal bestemt;noun plural definite;amateur;the amateurs;;Han er bare en amatør.;He is just an amateur.;"
"1_amatør;amatør;amatører;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;amateur;amateurs;;Han er bare en amatør.;He is just an amateur.;"
"1_amatør;amatør;amatøren;;substantiv fælleskøn ental bestemt;noun singular definite;amateur;the amateur;;Han er bare en amatør.;He is just an amateur.;"
1_amatøragtig;amatøragtig;amatøragtig;;adjektiv;adjective;amateurish;amateurish;;;;
"1_amatøragtig;amatøragtig;amatøragtige;;adjektiv flertal;adjective plural;amateurish;amateurish;;;;"
"1_amatøragtig;amatøragtig;amatøragtig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;amateurish;amateurish;;;;"
"1_amatøragtig;amatøragtig;amatøragtigt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;amateurish;amateurish;;;;"
"1_amatøragtig;amatøragtig;amatøragtige;;adjektiv ental bestemt;adjective singular definite;amateurish;the amateurish;;;;"
"1_amatørradio;amatørradio;amatørradio;;substantiv fælleskøn;noun;amateur radio;amateur radio;;;;"
"1_Amazonfloden;Amazonfloden;Amazonfloden;;substantiv;noun;Amazon River;Amazon River;;;;"
"1_ambassade;ambassade;ambassade;;substantiv fælleskøn;noun;embassy;embassy;;Hvor er den amerikanske ambassade?;Where is the American embassy?;"
"1_ambassade;ambassade;ambassaderne;;substantiv fælleskøn flertal bestemt;noun plural definite;embassy;the embassies;;Hvor er den amerikanske ambassade?;Where is the American embassy?;"
"1_ambassade;ambassade;ambassader;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;embassy;embassies;;Hvor er den amerikanske ambassade?;Where is the American embassy?;"
"1_ambassade;ambassade;ambassaden;;substantiv fælleskøn ental bestemt;noun singular definite;embassy;the embassy;;Hvor er den amerikanske ambassade?;Where is the American embassy?;"
"1_ambassadør;ambassadør;ambassadør;;substantiv fælleskøn;noun;ambassador;ambassador;;Jeg er ikke ambassadøren.;I'm not the ambassador.;"
"1_ambassadør;ambassadør;ambassadørerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ambassador;the ambassadors;;Jeg er ikke ambassadøren.;I'm not the ambassador.;"
"1_ambassadør;ambassadør;ambassadører;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ambassador;ambassadors;;Jeg er ikke ambassadøren.;I'm not the ambassador.;"
"1_ambassadør;ambassadør;ambassadøren;;substantiv fælleskøn ental bestemt;noun singular definite;ambassador;the ambassador;;Jeg er ikke ambassadøren.;I'm not the ambassador.;"
"1_ambition;ambition;ambition;;substantiv fælleskøn;noun;ambition;ambition;;Tom har ambitioner.;Tom has ambitions.;"
"1_ambition;ambition;ambitionerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ambition;the ambitions;;Tom har ambitioner.;Tom has ambitions.;"
"1_ambition;ambition;ambitioner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ambition;ambitions;;Tom har ambitioner.;Tom has ambitions.;"
"1_ambition;ambition;ambitionen;;substantiv fælleskøn ental bestemt;noun singular definite;ambition;the ambition;;Tom har ambitioner.;Tom has ambitions.;"
"1_ambitiøs;ambitiøs;ambitiøs;;adjektiv;adjective;ambitious;ambitious;;Jeg er meget ambitiøs.;I'm very ambitious.;"
"1_ambitiøs;ambitiøs;ambitiøse;;adjektiv flertal;adjective plural;ambitious;ambitious;;Jeg er meget ambitiøs.;I'm very ambitious.;"
"1_ambitiøs;ambitiøs;ambitiøs;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;ambitious;ambitious;;Jeg er meget ambitiøs.;I'm very ambitious.;"
"1_ambitiøs;ambitiøs;ambitiøst;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;ambitious;ambitious;;Jeg er meget ambitiøs.;I'm very ambitious.;"
"1_ambitiøs;ambitiøs;ambitiøse;;adjektiv ental bestemt;adjective singular definite;ambitious;the ambitious;;Jeg er meget ambitiøs.;I'm very ambitious.;"
"1_ambolt;ambolt;ambolt;;substantiv fælleskøn;noun;anvil;anvil;;;;"
"1_ambolt;ambolt;amboltene;;substantiv fælleskøn flertal bestemt;noun plural definite;anvil;the anvils;;;;"
